airport,lat,long,avg_delay,num_flights
Aspen-Pitkin Co/Sardy ,39.22316,-106.868845,66.6518642647675,2735
Spokane Intl,47.61985556,-117.5338425,13.446107784431138,2718
Orlando Sanford,28.77764,-81.23748944,8.184351145038168,2641
Wichita Mid-Continent,37.64995889,-97.43304583,14.735714285714286,2472
Blue Grass ,38.03697222,-84.60538889,21.935339021104625,2304
Lovell ,35.03526833,-85.20378778,11.66209419295839,2253
Midland International,31.94252778,-102.2019139,8.20808174640037,2203
Huntsville International ,34.6404475,-86.77310944,6.462658525129169,2177
City of Colorado Springs Muni,38.80580556,-104.70025,27.436154949784793,2170
Eastern Iowa ,41.88458833,-91.71087222,28.132470119521912,2155
Portland International Jetport,43.64616667,-70.30875,9.896501457725947,2134
Sarasota Bradenton International,27.39533333,-82.55411111,18.455762792922048,2121
Burlington International,44.47300361,-73.1503125,34.57801418439716,2069
Asheville Regional,35.43619444,-82.54180556,18.87826541274817,1965
Springfield-Branson Regional,37.24432611,-93.38685806,22.639764831640832,1933
Myrtle Beach International,33.67975,-78.92833333,2.6834645669291337,1926
Columbia Metropolitan,33.93884,-81.11953944,5.533509234828496,1913
Jackson International,32.31116667,-90.07588889,10.368364611260054,1905
St. Petersburg-Clearwater International,27.91076333,-82.68743944,-5.955627705627705,1864
Manchester,42.93451639,-71.43705583,8.557876905702992,1861
"Baton Rouge Metropolitan, Ryan ",30.53316083,-91.14963444,9.20169971671388,1797
Joe Foss ,43.58135111,-96.74170028,29.042347247428918,1768
Gallatin ,45.77690139,-111.1530072,28.97983870967742,1761
South Bend Regional,41.70895361,-86.31847417,14.762165450121655,1722
Key West International,24.55611111,-81.75955556,22.46858485026424,1719
Fort Wayne International,40.97846583,-85.19514639,21.518429003021147,1711
Lubbock International,33.66363889,-101.8227778,8.107567229518448,1651
Eglin Air Force Base,30.48325,-86.5254,12.805573147561748,1610
Akron-Canton Regional,40.91631194,-81.44246556,17.61972744970798,1603
Charlotte County,26.92019444,-81.99052778,4.9525316455696204,1593
Harrisburg Intl,40.19349528,-76.76340361,19.557291666666668,1582
Wilmington International,34.27061111,-77.90255556,7.570317563188594,1579
Shreveport Regional,32.4466275,-93.82559833,22.926829268292682,1565
Santa Barbara Municipal,34.42621194,-119.8403733,22.2234823215477,1553
Hector International,46.91934889,-96.81498889,50.664265129682995,1488
Tallahassee Regional,30.39652778,-84.35033333,3.547375596455351,1483
Long Island - MacArthur,40.7952425,-73.10021194,10.401301518438178,1417
Charlottesville-Albermarle,38.13863889,-78.45286111,20.542709867452135,1416
Hilo International,19.72026306,-155.0484703,0.4419101924447612,1405
Eagle County Regional,39.64256778,-106.9176953,68.69086651053864,1369
Corpus Christi International,27.77036083,-97.50121528,3.3363567649281936,1363
Jackson Hole,43.60732417,-110.7377389,55.08259109311741,1285
McAllen Miller International,26.17583333,-98.23861111,9.629421221864952,1262
Mobile Regional,30.69141667,-88.24283333,16.647875816993466,1254
Amarillo International,35.2193725,-101.7059272,10.724422442244224,1249
Lafayette Regional,30.20527972,-91.987655,12.437768240343347,1189
Quad City,41.44852639,-90.50753917,35.4249547920434,1178
San Luis Obispo Co-McChesney ,35.23705806,-120.6423931,27.713652482269502,1175
Outagamie County Regional,44.25740806,-88.51947556,31.59829867674858,1120
Gainesville Regional,29.69005556,-82.27177778,12.81785392245266,1119
Lehigh Valley International,40.65236278,-75.44040167,16.50321987120515,1117
Greater Peoria Regional,40.66424333,-89.69330556,21.0827718960539,1096
Bush ,33.369955,-81.96449611,11.963720930232558,1086
Austin Straubel International,44.48507333,-88.12959,21.201970443349754,1078
Cyril E. King,18.33730556,-64.97336111,11.108262108262108,1066
Valley International,26.22850611,-97.65439389,4.944284341978866,1056
Gulfport-Biloxi Regional,30.40728028,-89.07009278,16.351724137931033,1055
Yeager,38.37315083,-81.59318972,32.74628344895937,1050
Fairbanks International,64.8136775,-147.8596694,-13.73873873873874,1015
Monterey Peninsula,36.5869825,-121.8429478,17.229473684210525,980
Evansville Regional,38.03799139,-87.53062667,7.473347547974414,964
Bismarck Municipal,46.77411111,-100.7467222,29.528773072747015,952
Juneau International,58.35496194,-134.5762764,-0.2539325842696629,938
Rogue Valley International,42.37422778,-122.8734978,44.699551569506724,936
St George Muni,37.09058333,-113.5930556,14.190424374319912,929
Rochester International,43.90882639,-92.49798722,46.03410475030451,917
Mahlon Sweet ,44.12326,-123.2186856,35.610328638497656,902
Walker ,39.1224125,-108.5267347,3.5777525539160044,887
Montgomery Regional Apt,32.30064417,-86.39397611,20.987414187643022,881
Atlantic City International,39.45758333,-74.57716667,-4.377011494252874,870
Daytona Beach International,29.17991667,-81.05805556,5.445246690734056,834
Billings Logan Intl,45.8076625,-108.5428611,4.010012515644556,807
Capital City,42.7787,-84.58735806,28.640479360852197,796
Bishop,42.96550333,-83.74345639,15.269692923898532,788
Alexandria International,31.32737167,-92.54855611,8.390967741935484,782
Roberts ,44.25406722,-121.1499633,62.145833333333336,777
Yampa Valley,40.48118028,-107.2176597,37.733423545331526,763
Albert J Ellis,34.82916444,-77.61213778,1.9362549800796813,760
Robert Gray AAF,31.06489778,-97.82779778,17.234270414993308,758
Rapid City Regional,44.04532139,-103.0573708,47.6767537826685,753
Wilkes-Barre/Scranton Intl,41.33814944,-75.7242675,8.892757660167131,751
Fayetteville Municipal,34.99147222,-78.88,19.72862957937585,746
Durango-La Plata County,37.15151667,-107.7537692,16.731743666169894,713
Monroe Regional,32.51086556,-92.03768778,8.388639760837071,677
Central Illinois Regional,40.47798556,-88.91595278,30.342229199372056,674
Bangor International,44.80744444,-68.82813889,17.736593059936908,667
Melbourne International ,28.10275,-80.64580556,-0.536923076923077,655
Roanoke Regional/ Woodrum ,37.32546833,-79.97542833,16.8256,637
Mbs International,43.53291472,-84.07964722,7.020618556701031,617
Montrose Regional,38.50886722,-107.8938333,20.77574750830565,609
Brownsville/S.Padre Island International,25.90683333,-97.42586111,10.135506003430532,606
Central Wisconsin,44.77761917,-89.66677944,15.786096256684491,605
Bellingham Intl,48.79275,-122.5375278,0.9354838709677419,601
Missoula International,46.91630556,-114.0905556,-0.7262103505843072,601
University of Illinois-Willard,40.03925,-88.27805556,35.38086642599278,596
Trenton-Mercer County ,40.27669111,-74.81346833,21.677474402730375,592
Laredo International,27.54373861,-99.46154361,7.00513698630137,589
Duluth International,46.84209028,-92.19364861,34.80633147113594,566
Cherry Capital,44.74144472,-85.582235,28.68565815324165,559
Friedman Memorial,43.50484139,-114.2965903,9.513994910941475,558
Columbia Regional,38.81809306,-92.21962917,34.70196078431373,555
Meadows ,35.43359806,-119.0567681,20.448339483394832,552
Rafael Hernandez,18.49486111,-67.12944444,21.153564899451553,551
Easterwood ,30.58858944,-96.36382417,5.824626865671642,548
Craven County Regional,35.07297222,-77.04294444,0.898854961832061,534
Toledo Express,41.58680556,-83.80783333,23.543388429752067,521
Tri-Cities Regional,36.47521417,-82.40742056,9.390291262135923,519
Ketchikan International,55.35556861,-131.71374,-3.5,514
Grand Forks International,47.949255,-97.17611111,32.17043121149897,509
Fort Smith Regional,35.33659028,-94.36744111,2.261569416498994,506
Sonoma Co,38.50897694,-122.8128803,3.7448132780082988,497
Abilene Regional,32.41132,-99.68189722,12.330595482546201,490
Lake Charles Regional,30.1260975,-93.22340361,-2.413135593220339,485
Glacier Park Intl,48.31140472,-114.2550694,3.4737945492662474,484
La Crosse Municipal,43.87937972,-91.25653778,21.57547169811321,467
Minot International,48.25937778,-101.2803339,32.41228070175438,465
Idaho Falls Regional,43.51455556,-112.0701667,3.709090909090909,443
Kalamazoo County,42.234875,-85.5520575,30.58252427184466,442
Lincoln Municipal,40.85097222,-96.75925,27.16350710900474,433
Manhattan Regional,39.14096722,-96.67083278,13.697201017811706,420
Tri-Cities,46.26468028,-119.1190292,25.05808080808081,410
Joslin Field - Magic Valley,42.48180389,-114.4877356,26.68407960199005,403
Capital,39.84395194,-89.67761861,20.26595744680851,402
San Angelo Regional /Mathis ,31.35775,-100.4963056,-5.518041237113402,393
Stewart,41.50409361,-74.10483833,38.25205479452055,377
Yuma MCAS-Yuma International,32.65658333,-114.6059722,0.216,375
Great Falls Intl,47.48200194,-111.3706853,39.00550964187328,368
Arcata,40.97811528,-124.1086189,62.96716417910448,365
Newport News/Williamsburg International,37.13189556,-76.4929875,-0.9410112359550562,356
Flagstaff Pulliam,35.13845472,-111.6712183,13.50920245398773,349
Santa Fe Municipal,35.61677778,-106.0881389,39.48802395209581,346
Waco Regional,31.61128833,-97.23051917,-1.90990990990991,341
Dothan ,31.32133917,-85.44962889,14.207100591715976,340
Tyler Pounds ,32.35413889,-95.40238611,13.658536585365853,335
Helena Regional,46.60681806,-111.9827503,8.240853658536585,330
Sioux Gateway ,42.40260333,-96.38436694,46.73063973063973,326
Barkley Regional,37.06083333,-88.77375,34.59139784946237,325
Roswell Industrial Air Center,33.30155556,-104.5305556,13.157728706624606,324
Lawton-Ft Sill Regional,34.56771444,-98.41663667,11.45819397993311,313
Hays Municipal,38.84494167,-99.27403361,45.82078853046595,307
Marquette County Airport,46.353639,-87.395361,49.63537906137184,298
Central Nebraska Regional ,40.96747222,-98.30861111,21.067857142857143,292
Redding Municipal,40.50898361,-122.2934019,38.53488372093023,291
University Park,40.851206,-77.846302,29.806083650190114,281
Columbus Metropolitan,32.51633333,-84.93886111,9.187725631768952,279
Arnold Palmer Regional,40.27594,-79.40479722,1.1132075471698113,277
Pocatello Regional,42.91130556,-112.5958611,-3.651851851851852,270
Worcester Regional,42.26733944,-71.87570944,30.66023166023166,270
Key ,32.33313333,-88.75120556,77.86590038314176,270
Mammoth Yosemite,37.62404861,-118.8377722,93.26530612244898,268
Sheppard AFB/Wichita Falls Municipal,33.98879611,-98.49189333,9.684,262
Dubuque Municipal,42.40295944,-90.70916722,16.582959641255606,258
Hilton Head,32.224384,-80.697629,16.705645161290324,257
Sitka,57.04713806,-135.3615983,-14.262096774193548,255
Valdosta Regional,30.7825,-83.27672222,9.146825396825397,253
Texarkana Regional-Webb ,33.45370806,-93.99102,-1.6693227091633467,252
Southwest Georgia Regional,31.535515,-84.19447333,6.622489959839357,250
Golden Triangle Regional,33.45033444,-88.59136861,-2.7096774193548385,249
Glynco Jetport,31.25902778,-81.46630556,2.6666666666666665,248
Jamestown Municipal,46.92971944,-98.67819528,101.68036529680366,244
Deadhorse,70.19475583,-148.4651608,-20.72608695652174,244
Tweed-New Haven,41.26389889,-72.8871,15.625,242
Henry E. Rohlsen ,17.70188889,-64.79855556,-5.57563025210084,240
Niagara Falls Intl,43.10725861,-78.94538139,13.17094017094017,239
Cape Girardeau Municipal,37.22531694,-89.57075167,37.55140186915888,238
Southeast Texas Regional,29.95083333,-94.02069444,12.013215859030836,233
Salina Municipal,38.7914825,-97.65060333,72.97619047619048,230
Erie Intl,42.08202139,-80.17621556,8.960352422907489,230
Pueblo Memorial,38.28908722,-104.4965722,-5.084905660377358,229
Tompkins Cty ,42.49102778,-76.45844444,56.53023255813954,218
Pellston Regional  of Emmet County,45.5709275,-84.796715,69.87692307692308,218
Scott AFB/MidAmerica ,38.54517861,-89.83518444,24.925925925925927,217
Guam International,13.48345,-144.7959825,-7.768472906403941,207
Bethel,60.77977639,-161.8379975,-2.4536082474226806,204
Benedum,39.29663889,-80.22808333,51.54838709677419,201
Binghamton Regional,42.20848278,-75.97961361,62.03664921465968,200
Lewiston-Nez Perce County,46.37449806,-117.0153944,-12.570707070707071,199
Natrona County Intl,42.90835556,-106.4644661,-9.456410256410257,198
Gregg County,32.38486111,-94.71171,6.719387755102041,197
Greater Rockford,42.19536389,-89.09721111,17.489247311827956,189
Bemidji-Beltrami County,47.50942417,-94.93372333,25.511363636363637,180
Rock Springs-Sweetwater County,41.5942175,-109.0651928,15.339080459770114,180
Muskegon County,43.16948806,-86.23822306,15.183544303797468,180
Stillwater Regional,36.16025194,-97.08577028,-1.4464285714285714,180
Garden City Regional,37.92751556,-100.7244147,13.371951219512194,180
Ralph Wien Memorial,66.88467694,-162.5985497,-2.888888888888889,180
James C. Johnson Petersburg,56.80165194,-132.9452781,-0.6369047619047619,180
Wiley Post Will Rogers Memorial,71.2854475,-156.7660019,-19.761627906976745,180
Aberdeen Regional,45.44905556,-98.42183333,33.35294117647059,180
Rhinelander-Oneida County,45.63119306,-89.46745361,50.325581395348834,180
Nome,64.51220222,-165.4452458,-15.422360248447205,180
Watertown Intl,43.99192222,-76.02173861,28.122448979591837,180
Ernest A. Love ,34.65447222,-112.4195833,2.9710982658959537,180
Houghton County Memorial,47.16841722,-88.48906083,35.99346405228758,180
Joplin Regional,37.15181361,-94.49826833,32.52601156069364,180
Wrangell,56.48432583,-132.3698242,6.705202312138728,180
Chippewa Valley Regional,44.86525722,-91.48507194,33.850931677018636,180
Hattiesburg-Laurel Regional,31.46714944,-89.33705778,24.36,180
Del Rio International,29.37181222,-100.9232339,5.804469273743017,179
Mercedita,18.00830278,-66.56301194,11.293785310734464,179
Sloulin Field International,48.17793861,-103.6423467,43.38636363636363,179
Merle K (Mudhole) Smith,60.49183389,-145.4776503,-14.790697674418604,178
Yakutat,59.50336056,-139.6602261,-21.134146341463413,178
Gillette-Campbell County,44.34889806,-105.5393614,42.41916167664671,171
Stockton Metro,37.89426694,-121.2386203,32.958333333333336,169
Waterloo Municipal,42.55708139,-92.40034361,20.328859060402685,168
Chippewa County International,46.25075194,-84.47238528,51.49677419354839,167
Lea County Regional,32.68752778,-103.2170278,-2.7484662576687118,167
Elko Regional,40.82492611,-115.7916964,7.037037037037037,167
Bert Mooney,45.95479528,-112.49746,19.856287425149702,167
Ford,45.81835417,-88.1145425,54.422077922077925,167
Shenandoah Valley Regional,38.26384333,-78.89643806,36.2,167
Rickenbacker International ,39.81375917,-82.92786472,23.180722891566266,166
Quincy Municipal-Baldwin ,39.94262417,-91.19445611,42.412213740458014,158
Lynchburg Municipal-Preston Glenn ,37.32668528,-79.20043056,-8.294117647058824,157
Greenbrier Valley,37.85830556,-80.39947222,52.074074074074076,154
Kodiak ,57.74996778,-152.4938553,-12.144736842105264,154
Devils Lake Municipal-Knoke ,48.11424528,-98.90877833,66.76428571428572,154
Falls International,48.56618722,-93.40306667,6.190789473684211,154
Canyonlands ,38.75495611,-109.7548439,26.07913669064748,154
Delta County,45.72266972,-87.09373139,43.85507246376812,154
Chisholm-Hibbing,47.38659917,-92.83899333,8.473333333333333,154
Brainerd-Crow Wing County Regional,46.39785806,-94.1372275,23.02054794520548,154
Cedar City Muni,37.70097028,-113.098575,16.428571428571427,154
Alpena County Regional ,45.0780675,-83.56028583,65.23880597014926,154
Scotts Bluff County,41.87402778,-103.5956389,3.8285714285714287,153
Laramie Regional,41.31205,-105.6749864,23.958333333333332,153
Kearney Municipal,40.72702778,-99.00677778,11.55944055944056,153
Liberal Municipal,37.04420944,-100.9598611,0.7588652482269503,153
Provo Muni,40.21919444,-111.7233611,22.58169934640523,153
Vernal,40.44090167,-109.5099203,38.07086614173228,153
North Platte Regional ,41.12621194,-100.6836542,16.82638888888889,153
Pease International Tradeport,43.07795889,-70.82327333,-3.6492537313432836,136
Yellowstone Regional,44.52019417,-109.0237961,5.557377049180328,126
Gunnison County,38.53396333,-106.9331817,31.442622950819672,123
Tri-State/Walker-Long ,38.36666667,-82.55802778,21.47826086956522,116
Tinian International Airport,14.996111,145.621384,0.6956521739130435,116
Elmira/Corning Regional,42.15991361,-76.89144333,35.82608695652174,93
Cheyenne,41.1557225,-104.8118381,60.229885057471265,90
North Bend Muni,43.41713889,-124.2460278,87.9625,90
St Cloud Regional,45.54532417,-94.05833667,29.56451612903226,68
Ogdensburg Intl,44.68185361,-75.46549917,32.38297872340426,50
Santa Maria Pub/Capt G Allan Hancock ,34.89924833,-120.4575825,21.511111111111113,45
Hagerstown Regional-Richard Henson ,39.70794444,-77.7295,53.806451612903224,31
Owensboro-Daviess County,37.74011111,-87.16683333,26.59259259259259,27
Pago Pago International,14.33102278,-170.7105258,11.851851851851851,27
Adak,51.87796389,-176.6460306,1.9130434782608696,26
Ogden-Hinckley,41.19594417,-112.012175,29.48,25
Snohomish County ,47.90762861,-122.2815892,-13.25,4
